"";"year";"ifs";"pop";"rgdpmad";"rgdppc";"rconpc";"gdp";"iy";"cpi";"ca";"imports";"exports";"narrowm";"money";"stir";"ltrate";"debtgdp";"revenue";"expenditure";"xrusd";"peg";"peg_strict";"crisisJST";"tloans";"tmort";"thh";"tbus";"hpnom";"peg_type";"peg_base";"eq_tr";"housing_tr";"bond_tr";"bill_rate";"rent_ipolated";"housing_capgain_ipolated";"housing_capgain";"housing_rent_rtn";"housing_rent_yd";"eq_capgain";"eq_dp";"eq_capgain_interp";"eq_tr_interp";"eq_dp_interp";"bond_rate";"eq_div_rtn";"capital_tr";"risky_tr";"safe_tr";"COUNTRY";"geo";"Yd_hh"
"1587";1986;142;4166,596;17882,1;65,9646698888717;65,91;581913;0,328916865579563;79,2056539916385;-33633;150052;133847;28692;272079,3;13,8;13,4717;0,409;214231;203338;7,4;0;0;0;450536,8;182335,1875;337519,588334632;142194,411665368;98,348053693154;"FLOAT";"DEU";-0,0662261843681335;0,360544592142105;0,140485525131226;0,094200000166893;NA;NA;0,299575418233871;0,0609691813588142;0,0469146929681301;-0,0866808965802193;0,0223960224539042;NA;NA;NA;0,134717002511024;0,020454715937376;0,267625331878662;0,316693186759949;0,117342762649059;"Norway";"NO";275505
"1588";1987;142;4186,147;18164,3;66,8425549640102;65,07;634875;0,314902933648356;86,1138761696198;-25584,4125;152041;144543;32433,08;298664,8;14,1;13,56;0,339;242870;227794;6,2325;0;0;0;552866;211289,2813;337524,491891765;173875,813969605;121,039989922036;"FLOAT";"DEU";-0,108231440186501;0,281223297119141;0,151647567749023;0,108900003135204;NA;NA;0,230730429291725;0,0504928529262543;0,0410267375409603;-0,128775298595428;0,0235804412513971;NA;NA;NA;0,135600000619888;0,0205438621342182;0,220815688371658;0,24516436457634;0,130273789167404;"Norway";"NO";297044
"1589";1988;142;4208,729;18059,1;66,348373101727;63,22;664084;0,303792893670078;91,8674099143938;-25596,72;151101;146166;33132,08;340522,5;14,365;12,97;0,33;263841;249393;6,57;0;0;1;582009;227165,1406;341685,610239835;174385,558805585;120,568845093291;"FLOAT";"DEU";0,337555021047592;0,0404381863772869;0,2126355022192;0,111400000751019;NA;NA;-0,0038912754971534;0,0443294607102871;0,0445026345551014;0,313660502433777;0,0181892570108175;NA;NA;NA;0,129700005054474;0,0238945093005896;0,0928298607468605;0,0755283311009407;0,162017747759819;"Norway";"NO";315839
"1590";1989;142;4226,142;18156,7;66,7374055258719;62,46;708635;0,273915344288668;96,0382241688234;1402,38;163380;187146;35012,33;358695,9;11,5025;10,835;0,33;274757;270000;6,615;0;0;0;624196;257770,9688;363440,102703147;185505,476929847;104,103131167504;"FLOAT";"DEU";0,597806632518768;-0,0893715769052505;0,155264168977737;0,0930000022053719;NA;NA;-0,13656909763813;0,0471975244581699;0,0546627715229988;0,570315599441528;0,0175066888332367;NA;NA;NA;0,108350001275539;0,0274910274893045;0,0436089225113392;0,024893281981349;0,124132081866264;"Norway";"NO";337190
"1591";1990;142;4242,006;18466;67,7752694245326;62,62;749860;0,245839223321687;100;23582,74;169998;211579;32111,17;383286,6;11,7827272727273;10,7183;0,295;291424;295380;5,9075;0;0;0;636180;266223,8125;351844,759181248;215761,267827806;100;"FLOAT";"DEU";-0,0779999941587448;0,0207188688218594;0,123924091458321;0,0895000025629997;NA;NA;-0,0394128896296024;0,0601317584514618;0,0625989660620689;-0,0917131006717682;0,0150977717712522;NA;NA;NA;0,107183001935482;0,0137131083756685;0,0236764084547758;0,00629815738648176;0,10671204328537;"Norway";"NO";358192
"1592";1991;142;4261,733;18951,3624748635;69,5526638744655;63,76;790087;0,221721152227539;103,424248457097;30056,136;165181;220316;31870,08;409362,9;10,4766666666667;9,8675;0,278;296177;314649;5,973;0;0;0;636411;280036,75;368540,115250592;217730,176010814;92,2044147082289;"FLOAT";"DEU";-0,117084875702858;-0,00971163064241409;0,151979446411133;0,0869999974966049;NA;NA;-0,07795599848032;0,0682443678379059;0,0740142166614532;-0,131026104092598;0,0160433184355497;NA;NA;NA;0,0986749976873398;0,0139412246644497;0,00108997558709234;-0,0225855633616447;0,119489721953869;"Norway";"NO";383329
"1593";1992;142;4286,357;19506,3177147976;71,5843231938146;64,92;813093;0,215110694594591;105,853075851085;20648,859;161931;218375;34024,7;447305,8;10,8333333333333;9,78417;0,324;309936;332955;6,9245;0;0;0;708396;327615,9063;414610,50392369;238016,300923523;84,604229945551;"FLOAT";"DEU";-0,0477440394461155;-0,00338485836982727;0,138360634446144;0,086499996483326;NA;NA;-0,0824277400970459;0,0790428817272186;0,0861434936523438;-0,0674533993005753;0,021134989336133;NA;NA;NA;0,097841702401638;0,0197093617171049;0,0145251303911209;-0,00820993166416883;0,112430319190025;"Norway";"NO";406496
"1594";1993;142;4311,964;19930,8411951873;73,161359796223;66,09;855400;0,220247837269114;108,271949034442;16178,736;170992;226626;36284,5;471871,7;7,01;6,51667;0,408;318836;338747;7,518;0;0;0;713789;354750,2813;418348,297635811;243003,900947058;89,9620676623322;"FLOAT";"DEU";0,593632280826569;0,154127329587936;0,327367335557938;0,0641999989748001;NA;NA;0,0633290037512779;0,0907983332872391;0,0853906273841858;0,562568306922913;0,0198800843209028;NA;NA;NA;0,0651666969060898;0,0310639888048172;0,218319609761238;0,224433064460754;0,195783674716949;"Norway";"NO";433241
"1595";1994;142;4336,638;20818,4862012987;76,474796915567;68,02;897243;0,229263421391975;109,784989050368;25425,12;192964;244477;45245,42;492108,3;5,34666666666667;7,12667;0,372;342710;347740;6,762;0;0;0;723160;384944,4688;444750,730355231;228160,888291956;102,745965315006;"FLOAT";"DEU";0,114063799381256;0,22849440574646;-0,102576039731503;0,0403999984264374;NA;NA;0,142103180289268;0,0863912180066109;0,0756422206759453;0,0854376032948494;0,0263729598373175;NA;NA;NA;0,0712667033076286;0,0286262016743422;0,162173315882683;0,208314582705498;-0,0310880206525326;"Norway";"NO";448627
"1596";1995;142;4359,101;21578,2546856002;79,2887229613381;70,39;963124;0,239655537604711;112,472625920764;33067,327;208627;265883;43391;521102,7;5,45583333333333;6,82333;0,348;408604;377826;6,319;0;0;0;761765;406970,4375;475969,879235174;228772,010256294;110,676203406912;"FLOAT";"DEU";0,167988061904907;0,154726475477219;0,194150447845459;0,0401999987661839;NA;NA;0,0771806165575981;0,0775458663702011;0,0719896629452705;0,135763794183731;0,0283723324537277;NA;NA;NA;0,0682332962751389;0,0322242677211761;0,149999439716339;0,157157525420189;0,117175221443176;"Norway";"NO";472228
"1597";1996;142;4381,277;22563,8854398715;82,929496635666;74,75;1054657;0,226623442503108;113,876169619749;70667,7825;229720;320130;46202,75;553386,5;4,65833333333333;5,94333;0,314;458386;391752;6,4425;0;0;0;815970,156;459166,5625;506169,638242052;248554,413451563;122,273980655908;"FLOAT";"DEU";0,334426999092102;0,178799599409103;0,0955473706126213;0,0370999984443188;NA;NA;0,104792363941669;0,0740072429180145;0,066987469792366;0,30008989572525;0,0264113359153271;NA;NA;NA;0,0594333000481129;0,0343371108174324;0,188249424099922;0,211165755987167;0,0663236826658249;"Norway";"NO";496603
"1598";1997;142;4405,672;23649,0204668075;86,956843098159;76,81;1141324;0,249271898251504;116,812661755923;73420,3652;252232;342421;55522,92;568940,7;3,54166666666667;5,12583;0,279;492138;405457;7,3157;0;0;0;936118,906;516099,5;558556,982943073;288048,514339643;132,97593886035;"FLOAT";"DEU";0,367764472961426;0,157310515642166;0,112612277269363;0,0276999995112419;NA;NA;0,0875247418880463;0,0697857737541199;0,0641693696379662;0,340340197086334;0,020460668951273;NA;NA;NA;0,0512582994997501;0,0274242572486401;0,189239218831062;0,208016067743301;0,070156142115593;"Norway";"NO";530182
"1599";1998;142;4432,718;24135,280369615;88,7853774795062;78,58;1163192;0,281679206872124;119,460481783795;-10001,6;282639;304654;53321,33;598614,8;5,94083333333333;5,35417;0,268;485605;432016;7,6;0;0;0;1033856,094;569964,1875;609838,891769781;328268,532329656;152,120151729351;"FLOAT";"DEU";-0,268902570009232;0,210994780063629;0,0651359334588051;0,0406999997794628;NA;NA;0,143965825438499;0,0670289546251297;0,0585934929549694;-0,288556814193726;0,0276258494704962;NA;NA;NA;0,0535417012870312;0,0196542218327522;0,113845802843571;0,123644948005676;0,0529179647564888;"Norway";"NO";575883
"1600";1999;142;4463,377;24455,056481859;89,951039964286;80,95;1265701;0,24458383141042;122,247660760502;67354,931;266672;355171;53250,83;639015,3;6,57333333333333;5,3825;0,279;540389;455905;8,0395;0;0;0;1120959,344;622742,5625;647980,953641583;352224,874698028;172,041207676049;"FLOAT";"DEU";0,476646929979324;0,192334592342377;-0,00469400128349662;0,0505999997258186;NA;NA;0,130955830216408;0,0613787584006786;0,0542715787887573;0,448599398136139;0,0193618256598711;NA;NA;NA;0,0538249984383583;0,0280475281178951;0,225132092833519;0,256687849760056;0,0229529999196529;"Norway";"NO";603963
"1601";2000;142;4492,4;25087,5990561838;92,333709834925;83,9;1507886;0,217444156919024;126,020306589687;228742,5735;302840;529812;59204,08;704463,9;6,365;6,37917;0,283604693631894;723590;490772;8,8485;0;0;0;1231402,094;696544;696043,479452379;383990,87430129;198,096944417228;"FLOAT";"DEU";0,0427334010601044;0,209704697132111;0,0742870643734932;0,0489000007510185;NA;NA;0,151452273130417;0,0582524202764034;0,0505903922021389;0,0158719997853041;0,0264417175203562;NA;NA;NA;0,0637916997075081;0,0268614012748003;0,158339887857437;0,173678070306778;0,0615935325622559;"Norway";"NO";645813
"1602";2001;142;4515,195;25457,663004961;93,7119258622962;85,32;1564585;0,204805747210922;129,822815050766;235842,5836;296111;532262;57977,58;766941,3;7,02166666666667;6,31;0,274228098747663;736089;519027;9,0116;0;0;0;1347653,625;772235,3125;765017,304338061;431103,327103582;213,351343028708;"FLOAT";"DEU";-0,146125957369804;0,131359666585922;0,0383662097156048;0,0581000000238419;NA;NA;0,0770026817917824;0,0543569885194302;0,0504706166684628;-0,162328064441681;0,0193418376147747;NA;NA;NA;0,0631000027060509;0,0162021145224571;0,0675495266914368;0,0704553872346878;0,0482331067323685;"Norway";"NO";658874
"1603";2002;142;4535,591;25723,8925917025;94,6109228129282;87,5;1560181;0,204692917039754;131,495122436791;170471,5761;276433;472954;84551,66;825827,5;6,80666666666667;6,3275;0,34206337241819;741193;600833;6,9657;0;0;0;1438142,251;843784;838682,361469895;456354,504021641;227,624819786403;"FLOAT";"DEU";-0,31086254119873;0,121940679848194;0,102051287889481;0,0555999986827374;NA;NA;0,0669038370251656;0,0550368428230286;0,0515855699777603;-0,327317148447037;0,0244611501693726;NA;NA;NA;0,0632750019431114;0,0164545960724354;0,0549557544291019;0,0502339713275433;0,0788256451487541;"Norway";"NO";722858
"1604";2003;142;4555,4;25863,9043772226;95,0004676612356;89,53;1619613;0,195841846169424;134,750149313159;189217,68;283268;482932;76354,5;861525,2;4,10583333333333;4,50167;0,420467918078887;748728;615383;6,68;0;0;0;1549559,188;946010,3125;935682,38126539;474489,210391185;231,677841076103;"FLOAT";"DEU";0,483985751867294;0,0730911865830421;0,15575510263443;0,0370999984443188;NA;NA;0,0178056005388498;0,0552855841815472;0,0543184131383896;0,42485374212265;0,0415004156529903;NA;NA;NA;0,045016698539257;0,0591320209205151;0,148733541369438;0,160568758845329;0,0964275524020195;"Norway";"NO";778499
"1605";2004;142;4574,56;26775,7620405023;98,1425501406507;93,92;1752810;0,216572455037399;135,377264582919;216997,878;326102;554896;64933,8333333333;936103,166666667;1,9025;3,6;0,436102559772526;847085;641967;6,04;0;0;0;1648200;1033872,125;1021602,63540315;472957,403643683;263,790835338034;"FLOAT";"DEU";0,384453415870667;0,196243107318878;0,0949071869254112;0,0137999998405576;NA;NA;0,138610482215881;0,0576326176524162;0,0506166219711304;0,319552600383759;0,0491839535534382;NA;NA;NA;0,0359999984502792;0,064900815486908;0,208647951483727;0,242805674672127;0,0543535947799683;"Norway";"NO";815781
"1606";2005;142;4593,041;27358,4488704649;100;96,28;1958910;0,225932179017789;137,437786183556;317970,2712;357658;668759;75638,5;1029647,75;1,9475;3,28;0,423332654383286;970911;675814;6,77;0;0;0;1926771;1244561,5;1185656,55873902;536862,814359488;293,724478053069;"FLOAT";"DEU";0,404773980379105;0,167763948440552;0,0724172368645668;0,0137999998405576;NA;NA;0,113472409546375;0,0542915388941765;0,0487587638199329;0,34227466583252;0,0465622246265411;NA;NA;NA;0,0328000001609325;0,0624992959201336;0,207878157496452;0,240128129720688;0,0431086197495461;"Norway";"NO";895350
"1607";2006;142;4610,82;27921,1745416217;101,57372189734;100;2180800;0,241714485363687;140,643042006769;352177,392;411756;782943;74162,0833333333;1148376,91666667;2,8075;3,93417;0,533117082614561;1133086;732537;6,26;0;0;0;2233829;1504576,25;1356729,90718393;627349,147480191;341,798711284916;"FLOAT";"DEU";0,324351161718369;0,215457484126091;-0,00538932485505939;0,0201999992132187;NA;NA;0,163674056529999;0,0517834238708019;0,0444999374449253;0,283852905035019;0,0315442904829979;NA;NA;NA;0,0393416993319988;0,0404982306063175;0,207375764846802;0,253157556056976;0,00740533694624901;"Norway";"NO";855324
"1608";2007;142;4627,926;28555,9548221343;103,528942038618;104,224389831512;2306450;0,272899971530231;141,668325701772;282124,964;468919;795365;77314,1666666667;1335364,75;4,57916666666667;4,78083;0,503085743173697;1191652;778943;5,41;0;0;0;2599722;1776665,2947485;1546488,17818853;759602,376824594;382,574235002186;"FLOAT";"DEU";0,114610776305199;0,164759010076523;0,0118213780224323;0,0346999987959862;NA;NA;0,119295261800289;0,0454637445509434;0,0406181886792183;0,0805367007851601;0,0315343923866749;NA;NA;NA;0,047808300703764;0,034074068069458;0,125517532229424;0,147179588675499;0,0232606884092093;"Norway";"NO";922801
"1609";2008;142;4644,457;28464,3080142794;102,738227960637;104,658577041124;2559910;0,260179321250643;147,00378260004;401163,4961;504480;953153;96754,5;1459602,08333333;5,265;4,34667;0,48091685892573;1347016;833004;7;0;0;0;2805667;1898127,77153546;1629635,39127914;870262,214050258;365,251329040605;"FLOAT";"DEU";-0,540614902973175;-0,00400238484144211;0,124455720186234;0,0498000010848045;NA;NA;-0,0452801287174225;0,0412777438759804;0,0432354509830475;-0,556685566902161;0,0362512655556202;NA;NA;NA;0,0434666983783245;0,0160707086324692;-0,0737233906984329;-0,113165766000748;0,0871278643608093;"Norway";"NO";982404
"1610";2009;142;4698,78948213913;27893,1990713522;99,7351282088422;103,376404962421;2382330;0,247814748993496;150,189130001991;253170,2091;430362;731306;128742,166666667;1511496,75;1,76;3,31583;0,428395856157627;1169860;895340;5,78;0;0;0;2879838;2102840,15475193;1943154,6823126;1019532,25003915;370,208281200941;"FLOAT";"DEU";0,647817969322205;0,0576768852770329;0,0188775304704905;0,0242999996989965;NA;NA;0,0135714896023273;0,0441053956747055;0,0435148328542709;0,601156830787659;0,0291421599686146;NA;NA;NA;0,0331582985818386;0,0466611683368683;0,178638815879822;0,210173651576042;0,0215887650847435;"Norway";"NO";1037400
"1611";2010;142;4761,85397033633;27987,201447295;99,1817586477282;105,937321836946;2587673;0,253538778011103;153,792554250448;277707,0705;467285;788120;99742,3333333333;1559178,75;2,01666666666667;2,77083;0,425396361858391;1236045;928463;5,86;0;0;0;2848298;2058951,67766837;1919303,20529114;972897,574529142;402,221224833273;"FLOAT";"DEU";0,183474630117416;0,131444022059441;0,0819033458828926;0,0208999998867512;NA;NA;0,0864730104804039;0,0449710115790367;0,0413917414844036;0,142225101590157;0,0361133068799973;NA;NA;NA;0,0277082994580269;0,0412495248019695;0,13171973824501;0,146765872836113;0,051401674747467;"Norway";"NO";1085270
"1612";2011;142;4824,91845853353;28465,3850631362;98,8550502775387;107,028425701835;2792028;0,258357441135713;155,796366032213;344899,21884;508628;898593;107457,583333333;1664592,16666667;2,18833333333333;2,55667;0,279044205990953;1380934;985956;5,99;0;0;0;2926591;2075530,70307926;1904536,00103681;957290,174397409;438,902295643474;"FLOAT";"DEU";-0,12455653399229;0,13358636200428;0,153011038899422;0,0236000008881092;NA;NA;0,09119613468647;0,0423902235925198;0,0388474836945534;-0,13354180753231;0,0103701157495379;NA;NA;NA;0,0255667008459568;0,00898527167737484;0,0767486169934273;0,0752100497484207;0,0883055180311203;"Norway";"NO";1141986
"1613";2012;142;4887,98294673073;29401,6861515894;100,220496109016;109,300294695896;2962413;0,265276162751483;156,798271923095;368227,9359;507649;935720;93386,0833333333;1734498,41666667;1,525;1,57417;0,293762025490516;1459013;1031339;5,57;0;0;0;2975919;2177695,734176;1913318,34614618;992465,55367047;469,150870969985;"FLOAT";"DEU";0,153630346059799;0,108439728617668;0,061673354357481;0,0240000002086163;NA;NA;0,0689197108149529;0,039520014077425;0,0369719192385674;0,0638969764113426;0,0843440368771553;NA;NA;NA;0,0157417003065348;0,089733362197876;0,109011203050613;0,118363946676254;0,0428366772830486;"Norway";"NO";1204373
"1614";2013;142;4944,25587466054;29830,4854163261;100,050097341249;111,026878292427;3069263;0,282924503739408;160,137958226036;314046,99016;528783;899351;95888,25;1812812,08333333;1,48583333333333;1,91916666666667;0,298083504266703;1447276;1092764;6,08;0;0;0;3270985;2368008,17299269;2077234,04666116;1059667,11602183;488,164594256386;"FLOAT";"DEU";0,235920652747154;0,0786109790205956;-0,0483992993831635;0,0226000007241964;NA;NA;0,0405276641249657;0,0380833148956299;0,0366000011563301;0,18757951259613;0,0407056026160717;NA;NA;NA;0,0191916674375534;0,0483411401510239;0,101269669830799;0,11711523681879;-0,0128996493294835;"Norway";"NO";1277412
"1615";2014;142;5002,46924838103;30587,5241824152;100,882080818051;112,076263036712;3149939;0,284258310603518;163,477644528978;347060,27902;553738;894513;116132,166666667;1921447,08333333;1,46833333333333;1,76;0,28208;1469741;1171286;7,43;0;0;0;3320195,80476836;2405812,22066498;2206279,02136403;1113916,78340433;501,496055276716;"FLOAT";"DEU";0,0495208241045475;0,0649078488349915;0,159510999917984;0,0212999992072582;NA;NA;0,0273093562573195;0,0375984907150269;0,0365989953279495;0;0,0495208241045475;NA;NA;NA;0,0175999999046326;0,0495208241045475;0,0645608231425285;0,0611608065664768;0,0904055014252663;"Norway";"NO";1341781
"1616";2015;142;5050,01017025277;31210,7173044579;101,818967732348;113,833065769765;3119668;0,28208;166,984315147066;270194,44548;609693;832344;88461;1919806;1,00583333333333;0,9675;0,33203;1440111;1241385;8,81;0;0;0;3516784,75945615;2518887,60870498;2342596,94978743;1174187,80966871;532,092851209542;"FLOAT";"DEU";0,0594055950641632;0,0984948575496674;0,0250120982527733;0,0141000002622604;NA;NA;0,0610110387206078;0,0374838151037693;0,0353283919394016;0,0224624276161194;0,0361315682530403;NA;NA;NA;0,00967499986290932;0,0369431711733341;0,0794929265975952;0,0886819884181023;0,0195560492575169;"Norway";"NO";1443980
"1617";2016;142;5095,61064633382;31658,6861523664;102,027765380372;114,529136438687;3111962;0,29079;172,995750492361;154820,1095;603977,8;739310,01;87571,1666666667;1980907,25;0,545833333333333;0,84;0,331;1426436;1289796;8,62;0;0;0;3682134,31770213;2687327,82600487;2491006,1434648;1191128,17423733;569,436683324137;"FLOAT";"DEU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Norway";"NO";1462649
"1618";1870;182;4327;975,04;6,9336698890674;NA;470;NA;0,0441201020724524;-5;25;20;60;60;NA;12,59435;0,55531914893617;17;31;0,802933773476608;1;1;0;12,482;NA;NA;NA;NA;"PEG";"GBR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0685636401176453;NA;NA;NA;0,125943496823311;NA;NA;NA;NA;"Portugal";"PT";NA
"1619";1871;182;4353;932,92;6,6322931620577;NA;469;NA;0,042927666881305;-6;27;21;65;65;NA;10,5363;0,656716417910448;17;21;0,824066922450782;1;1;0;12,585;NA;NA;NA;NA;"PEG";"GBR";0,184336960315704;NA;0,280512481927872;NA;NA;NA;NA;NA;NA;0,111733838915825;0,064653716981411;NA;NA;NA;0,105362996459007;0,0718777254223824;NA;NA;NA;"Portugal";"PT";NA
"1620";1872;182;4379;954,327;6,7853877269758;NA;497;NA;0,042927666881305;-6;29;23;69;69;NA;8,0068;0,617706237424547;18;24;0,822740696160898;1;1;0;13,113;NA;NA;NA;NA;"PEG";"GBR";0,178820043802261;NA;0,179947584867477;NA;NA;NA;NA;NA;NA;0,110931284725666;0,0595599226653576;NA;NA;NA;0,0800679996609688;0,0661669820547104;NA;NA;NA;"Portugal";"PT";NA
"1621";1873;182;4405;988,195;7,02761200257641;NA;528;NA;0,0566406715794997;-10;34;24;75;75;NA;7,8846;0,583333333333333;20;23;0,807044066821727;1;1;0;12,203;NA;NA;NA;NA;"PEG";"GBR";0,0993677899241447;NA;0,0996981114149094;NA;NA;NA;NA;NA;NA;0,0384441278874874;0,0588868707418442;NA;NA;NA;0,0788460001349449;0,0611507259309292;NA;NA;NA;"Portugal";"PT";NA
"1622";1874;182;4431;966,373;6,87150968589175;NA;563;NA;0,0465049724547471;-5;28;23;78;78;NA;6,364984;0,609236234458259;23;27;0,831422045264434;1;1;0;12,9;NA;NA;NA;NA;"PEG";"GBR";0,119901292026043;NA;0,0810960233211517;NA;NA;NA;NA;NA;NA;0,0587336644530296;0,0580407008528709;NA;NA;NA;0,0636498406529427;0,0614496432244778;NA;NA;NA;"Portugal";"PT";NA
"1623";1875;182;4458;959,399;6,82168126495901;NA;595;NA;0,0471011900503208;-12;36;24;87;87;NA;5,255684;0,589915966386555;23;29;0,806186470990825;1;1;0;16,417;NA;NA;NA;NA;"PEG";"GBR";0,0937205627560616;NA;0,187085404992104;NA;NA;NA;NA;NA;NA;0,0311828516423702;0,0629661455750465;NA;NA;NA;0,0525568388402462;0,0649296119809151;NA;NA;NA;"Portugal";"PT";NA
